Age,Gender,Program_Stream,Daily_Study_Hours,Weekly_Revision_Days,Study_Hours_Before_Exam,Number_of_Subjects,Class_Attendance_Percentage,Assignment_Quality_Rating,Group_Study,Coaching_or_Tuition,Average_Sleep_Hours,Caffeine_Intake_Cups,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Daily_Commute_Time_Minutes,Part_Time_Job,Stress_Level,Motivation_Level,Concentration_Ability,Study_Environment_Quality,Phone_Usage_During_Study_Minutes,Uses_AI_Tools,Uses_Handwritten_Notes,Preferred_Study_Time,Final_Score_Percentage
20,Male,BA LLB,4.07,2,7.009903053203016,3,76.93,8,1,0,7.01,1.0,4.988471906177068,1,1,0,7.017477907168207,9.040184223397274,6.002928577106734,3.0506489436536532,46,1,0,Night (6:00 PM - 6:00 AM),74.07
22,Male,CSE,4.95,5,12.95318897853898,4,76.3,7,0,0,6.01,0.0,6.989670335257572,4,40,0,2.965295741632343,9.977814255798453,6.994983023078789,1.005475074042569,66,1,1,Night (6:00 PM - 6:00 AM),80.85
25,Female,BCA,0.94,0,5.96697549445271,7,78.22,4,1,0,5.99,0.0,5.971150872050299,6,25,0,0.9824909250997034,1.972286853548364,4.973800145866829,6.995966891914486,400,1,1,Night (6:00 PM - 6:00 AM),79.84
21,Male,CSE,0.45,2,6.089266960209819,3,30.08,9,1,1,8.01,3.0,13.007045007355869,5,90,0,5.985694059435699,8.012659640867767,4.941751484177339,6.041638628425541,50,1,0,Night (6:00 PM - 6:00 AM),74.05
30,Male,B.DES,3.03,1,8.005750348734226,6,90.66,4,0,0,6.99,10.0,7.03047091361483,1,2,0,8.05723578815622,6.008788602783816,2.9774002660759105,7.9908992311483775,120,1,1,Night (6:00 PM - 6:00 AM),79.95
22,Female,CSE,2.03,3,3.024080865905233,8,2.99,10,0,1,4.01,2.0,0.015648793594297272,3,10,1,4.0400618761427,8.946391747058174,7.942259697706811,0.997900248762617,240,1,0,Afternoon (12:00 PM - 6:00 PM),80.16
20,Male,BCA,5.98,1,3.9947611165940327,6,84.87,5,0,0,6.99,2.0,5.0485974861309515,0,3,1,3.0342551534352387,9.00915772521675,6.97871114605856,7.022756850643945,40,0,1,Night (6:00 PM - 6:00 AM),90.05
35,Male,CSE,1.02,0,14.929421271752702,5,75.08,7,0,1,8.01,2.0,6.946179607375203,3,1,0,10.02301494794188,9.05553001551517,6.034724824365429,7.990795863515695,30,1,0,Night (6:00 PM - 6:00 AM),68.04
24,Male,CSE,4.04,1,6.944803290749794,4,74.82,7,1,1,5.99,2.0,8.003888178570078,0,1,0,6.974527643203215,4.0514544816627724,9.954766333046987,6.982853843362411,60,1,0,Morning (6:00 AM - 12:00 PM),71.83
25,Male,CSE,4.06,5,12.054894254477807,6,33.1,9,0,0,10.03,2.0,3.023067864487851,4,40,0,3.006623671691781,6.981021836801671,10.010984693130517,7.948235516465006,6,1,1,Afternoon (12:00 PM - 6:00 PM),84.93
20,Male,CSE,3.99,0,8.007122101592536,7,88.53,3,1,0,7.0,3.0,4.98311090173086,0,60,1,1.0515363308603725,5.019285522921667,6.029919518425205,1.9784904210618108,3,1,0,Night (6:00 PM - 6:00 AM),75.99
20,Female,CSE,3.93,4,2.96411802707969,5,90.28,4,0,0,5.0,0.0,0.9686148288912709,2,10,0,10.012549204003932,9.975886517308219,5.961516389126509,3.9782715481818878,80,1,1,Night (6:00 PM - 6:00 AM),84.74
23,Female,BSC,5.97,1,7.998972771521958,5,49.91,4,1,0,6.97,3.0,7.96651642764013,2,60,0,8.028885963115737,6.997398893750336,5.043907696750891,10.003641974368144,120,1,1,Morning (6:00 AM - 12:00 PM),72.09
21,Female,CSE,0.49,2,12.030818900505395,6,20.04,10,1,0,6.03,1.0,8.00289579082416,4,0,1,9.954859445342887,4.97775253029016,6.998128744231083,5.9859789387044255,40,1,1,Morning (6:00 AM - 12:00 PM),70.12
21,Female,MBA,0.99,3,8.021171235934519,2,52.0,2,0,1,10.0,1.0,3.9658240719479894,0,1,0,4.0202418384024075,8.968292352130707,5.033234345386271,5.049565578069732,30,1,0,Night (6:00 PM - 6:00 AM),79.93
21,Male,BCA,0.99,2,7.964141279012074,6,74.76,9,1,0,7.03,2.0,2.0408579883170077,0,0,0,4.970435857286059,9.023957842274026,5.00662757607246,6.9757082819722065,20,1,0,Morning (6:00 AM - 12:00 PM),75.18
20,Male,CSE,4.03,2,7.926618403148637,6,19.71,5,1,0,8.0,1.0,5.014282916152991,4,30,0,1.9938057729435381,1.0077706816126075,5.988727699328463,7.032170181243198,180,1,1,Night (6:00 PM - 6:00 AM),80.17
21,Male,CSE,2.04,0,0.9810387461679267,4,89.77,7,1,0,8.0,2.0,5.994432038341946,6,10,0,4.039874633978739,9.012045798019434,6.928854272383429,7.005047305977672,30,1,0,Morning (6:00 AM - 12:00 PM),60.07
20,Female,CSE,0.99,5,8.051662280513865,11,64.83,5,0,0,5.99,3.0,3.997767230472705,0,0,0,5.009734663122064,5.017170023920515,1.9727204966543916,5.01853005986071,0,1,1,Night (6:00 PM - 6:00 AM),69.99
20,Female,B.DES,2.03,1,18.039799032256752,7,85.08,6,1,0,6.01,1.0,5.030009565113014,2,10,0,4.022853543376498,6.005350120032326,10.016633661899187,7.0171346463021855,6,1,1,Morning (6:00 AM - 12:00 PM),80.14
22,Male,BBA,4.01,2,3.019117618388721,5,78.82,5,0,0,8.01,0.0,8.03719277977633,6,0,0,0.9948130272532971,1.9718561017018417,2.037617717355384,5.949051363402456,140,1,1,Morning (6:00 AM - 12:00 PM),89.79
19,Male,CSE,1.0,3,9.992039959776848,4,88.4,8,1,1,8.97,2.0,2.9740957480870636,5,10,0,7.945993418930453,2.0057065192921106,8.965627782130117,1.9997346570123589,60,1,1,Night (6:00 PM - 6:00 AM),75.01
21,Male,BA LLB,3.03,0,1.975928633505185,6,79.23,3,1,0,11.99,0.0,5.979664180416771,0,120,0,6.973774094603426,4.994090665382541,7.9985399454646275,3.9939771201538297,20,1,1,Afternoon (12:00 PM - 6:00 PM),83.88
21,Male,MBA,4.0,2,3.9929041590186856,6,49.18,6,0,0,6.01,0.0,5.99008860686708,4,40,0,8.019074426697978,4.99480850321153,0.9890864352556423,5.973977655469582,56,1,1,Night (6:00 PM - 6:00 AM),84.91
21,Male,CSE,1.06,3,13.036416894363569,6,88.97,3,0,1,9.99,3.0,5.982675217667822,2,3,0,5.009385576581981,0.9744051749902742,6.0102240562940645,7.010556732872087,20,1,1,Night (6:00 PM - 6:00 AM),82.06
26,Male,CSE,2.96,2,3.047057224625427,3,30.35,9,0,0,6.98,0.0,6.949941088778032,4,3,1,7.046615689589916,0.959146637938417,8.002162388153229,6.039425655014352,600,1,1,Night (6:00 PM - 6:00 AM),97.89
19,Female,CSE,0.98,1,11.98780531272841,6,75.15,5,1,0,9.0,0.0,4.977397562095537,1,30,0,10.003550030451034,2.984614664527702,4.990904886593974,4.938606207765061,45,1,0,Night (6:00 PM - 6:00 AM),93.79
58,Male,MBA,2.0,1,6.118144046270969,4,66.99,7,0,0,5.0,1.0,9.980478223378437,6,50,0,6.974965223574627,1.0147919885004426,5.015639144970429,3.987724251588815,46,1,0,Night (6:00 PM - 6:00 AM),78.31
24,Female,LLB,2.01,0,6.004304400753988,7,79.04,1,0,1,5.99,2.0,9.966711110376282,0,5,0,9.99927586221307,0.9981175486993155,4.983078073172083,5.9713871287725695,10,0,1,Night (6:00 PM - 6:00 AM),85.92
20,Male,MBA,3.04,1,9.983837940736285,6,74.16,9,0,0,8.03,0.0,1.0122121359467937,3,15,0,5.027979694691928,4.048365619035407,7.000275051411226,5.0016485996796884,80,1,1,Night (6:00 PM - 6:00 AM),90.88
21,Male,CSE,6.0,2,6.068740401469223,5,79.15,5,0,0,7.0,1.0,4.9965100654382635,5,20,0,1.9507299723229365,4.9982227701327355,1.0188447058832497,5.992521100578847,90,1,1,Night (6:00 PM - 6:00 AM),82.17
22,Male,CSE,0.0,3,12.905051010678106,3,85.89,7,0,0,7.98,3.0,8.017121808685825,6,30,0,5.009692178970322,6.005286680599073,1.9822255684820267,6.986088750366453,50,1,1,Night (6:00 PM - 6:00 AM),92.92
35,Male,CSE,1.03,3,4.0223611792857,7,19.88,7,1,0,9.97,4.0,6.972685040811679,0,600,0,0.9646549857256589,5.000450808718417,7.991216277938685,10.015836655913231,65,1,1,Morning (6:00 AM - 12:00 PM),74.82
19,Male,BA,3.02,4,5.996608867402823,6,80.15,8,1,0,5.02,10.0,5.017582658740841,5,100,0,1.0045625789031734,8.971177429521275,7.98634512736946,7.037579961810239,40,1,1,Morning (6:00 AM - 12:00 PM),73.87
21,Male,CSE,4.94,2,2.0674600753697194,5,90.16,5,0,0,5.98,1.0,2.0040141199727284,2,20,0,2.020369930944487,8.999417907385006,1.0110647008481246,7.061125410266771,15,1,1,Morning (6:00 AM - 12:00 PM),67.94
22,Male,BHMS,1.0,0,8.028178854588807,7,91.91,6,0,0,7.0,0.0,6.4847871345525,0,4,0,3.0154748752811855,7.971022936534239,3.0085537656312775,9.983012132349126,56,1,0,Night (6:00 PM - 6:00 AM),74.85
20,Male,CSE,0.95,0,8.00647972963997,6,95.64,5,0,0,6.98,3.0,6.044498341879064,4,15,0,9.037585311707874,8.998142368839792,3.9873208704193153,6.95817796374136,9,1,0,Night (6:00 PM - 6:00 AM),79.88
22,Male,BSC,3.98,0,4.030867152275881,5,75.95,3,1,0,6.0,2.0,4.003126155945895,2,40,0,6.007030640715256,2.9522646198148617,5.008341243725715,6.012843674856514,60,1,1,Night (6:00 PM - 6:00 AM),69.94
20,Male,BHMS,0.97,7,5.95082831559664,4,20.14,1,0,0,7.01,3.0,4.985395056570306,0,50,0,5.014401154673872,9.998115930627147,4.93118806455624,10.036989760737589,80,1,1,Night (6:00 PM - 6:00 AM),74.14
20,Male,CSE,1.03,0,6.045036904493398,6,96.41,6,1,0,5.97,2.0,4.007795128599234,3,5,0,2.0153817876741504,2.0040155572844114,10.02043933047954,10.01868890560417,15,0,1,Morning (6:00 AM - 12:00 PM),71.29
20,Male,BBA,6.0,4,3.937365806779874,4,78.73,10,1,1,11.99,1.0,3.9737471566999893,4,70,0,9.972808330724664,10.005970374606825,7.021918040995095,7.036894725762076,56,1,1,Morning (6:00 AM - 12:00 PM),87.16
20,Female,CSE,0.96,3,1.0166997114923413,6,91.9,3,0,0,2.99,3.0,4.995096958301035,5,0,0,3.99642541845953,8.96109042662531,5.987608722391392,5.994821001520754,120,1,0,Night (6:00 PM - 6:00 AM),71.97
21,Female,MBA,1.03,2,12.001659005763935,4,19.91,5,0,0,7.98,2.0,5.0562811934098555,4,45,1,5.93104846681662,7.013038707026932,4.982740715029158,0.9859992384998096,0,1,0,Night (6:00 PM - 6:00 AM),75.8
20,Male,CSE,0.96,4,7.917872474538663,7,72.31,5,0,0,5.99,1.0,12.950916440945715,5,5,0,6.010567968006726,8.017874792930273,8.998592384923494,1.002651342481954,120,1,1,Night (6:00 PM - 6:00 AM),82.1
23,Male,CSE,3.01,2,10.003211494815602,4,84.99,5,1,0,4.99,1.0,5.985348552431351,1,15,0,7.9228440263509485,2.9740112812097657,6.97773031024083,6.992407824151593,50,1,0,Night (6:00 PM - 6:00 AM),71.86
58,Female,BBA LLB,3.97,4,8.013135653564499,12,97.79,6,0,0,7.02,0.0,4.995906216545831,1,20,1,4.023809165809001,7.026726398109401,7.9815333990202175,4.015230004145915,10,1,1,Night (6:00 PM - 6:00 AM),9.95
22,Female,CSE,4.99,6,7.969494226698342,6,74.13,8,0,0,7.99,2.0,3.9898370682542317,0,120,0,4.046359864753353,9.00511801433801,10.007533236505733,5.022273715045286,10,1,0,Morning (6:00 AM - 12:00 PM),82.23
24,Male,CSE,2.02,0,7.95283883176283,6,89.91,4,0,0,10.01,1.0,3.986113460451327,5,1,0,8.013984602980393,5.9983667069257915,8.019797935998973,7.02407248149279,40,1,0,Afternoon (12:00 PM - 6:00 PM),71.24
20,Male,CSE,3.02,2,10.022926863849419,6,79.72,5,0,1,6.01,3.0,8.04696576133944,1,1,0,3.018312656651053,5.015402337841261,7.007778398955045,3.011727339175078,600,1,1,Night (6:00 PM - 6:00 AM),82.03
23,Male,CSE,3.04,0,8.01687754586934,6,77.8,7,0,1,6.97,3.0,2.984610099123475,5,15,0,5.03378534551265,6.043979395874376,4.07062920948575,8.00564606968836,40,1,0,Night (6:00 PM - 6:00 AM),76.17
19,Male,BBA,2.0,2,10.01056580481256,7,55.4,7,0,0,3.99,1.0,6.011007191875939,2,60,0,4.987807036110665,4.996181330732965,10.030553256492956,7.018246464877573,10,0,1,Afternoon (12:00 PM - 6:00 PM),93.47
21,Male,CSE,5.01,3,6.000411872039545,2,93.09,9,0,0,10.0,3.0,5.983009366313599,3,50,0,2.964318485930635,9.986601112840248,4.017994828815097,7.954913822278903,60,1,1,Night (6:00 PM - 6:00 AM),92.09
21,Female,BBA,0.99,2,17.97360806680308,6,80.02,8,0,1,7.01,3.0,9.01107229803018,0,15,0,4.997588861977596,8.056433987278627,8.017109319311196,5.004836408303866,100,1,0,Night (6:00 PM - 6:00 AM),33.29
20,Non-binary,CSE,4.01,3,12.105843938473287,5,75.94,10,1,0,12.0,5.0,4.0259530645718895,3,40,0,6.978607121835997,4.995310049407881,6.002123012232549,4.001205320818094,60,1,0,Night (6:00 PM - 6:00 AM),90.92
22,Female,CSE,2.01,3,9.986102997600447,8,74.07,3,1,0,12.02,2.0,7.997937064908799,0,30,0,3.0021524540079207,5.009944870851157,3.012348999381579,6.004894050028532,50,1,1,Night (6:00 PM - 6:00 AM),68.01
21,Male,BA LLB,1.0,0,9.959700839249427,6,55.06,6,1,0,8.0,2.0,2.984139465025151,3,60,0,10.00714301065175,2.995298398923267,8.004835209784261,8.997987454373312,20,1,0,Morning (6:00 AM - 12:00 PM),84.82
20,Male,CSE,4.94,7,7.00253535964826,12,79.07,7,1,0,10.01,1.0,5.9965739295309115,4,0,0,3.986590475552591,8.956411183562622,9.025714289263545,6.009918896482525,2,1,1,Morning (6:00 AM - 12:00 PM),93.23
30,Male,BA,3.01,3,0.9915713100507066,3,80.03,6,1,0,3.99,1.0,8.014841555060826,4,30,0,0.9799868849137271,4.991658918245253,7.993169386212893,5.9868024675301275,60,1,0,Night (6:00 PM - 6:00 AM),77.08
24,Female,CSE,3.01,1,12.98502312309939,5,76.2,5,1,0,8.01,3.0,13.024033246060348,4,5,0,7.939596836301662,7.0301388471112,6.991861703784464,1.0259429974631862,20,1,0,Night (6:00 PM - 6:00 AM),75.91
24,Female,BBA,0.98,5,12.087308503897608,6,92.01,8,0,0,6.04,2.0,13.007129201628022,6,5,0,6.995266300953418,9.978035069981221,5.028827632593357,8.010878831419921,50,1,1,Morning (6:00 AM - 12:00 PM),66.22
20,Female,CSE,0.46,0,7.947373499418819,3,74.78,9,0,0,8.01,5.0,3.997795103885377,2,30,1,9.987750542457247,2.0357566346455402,0.9887439080825454,8.003460966569511,30,1,0,Morning (6:00 AM - 12:00 PM),85.03
27,Female,BSC,9.05,1,13.001743913014241,5,90.86,10,0,0,8.02,1.0,6.035470730899903,7,15,0,1.989738866025645,3.0207125840922027,7.976877351937992,9.983979375592682,30,1,1,Night (6:00 PM - 6:00 AM),94.11
21,Female,BCA,4.02,3,6.950498012323864,6,66.55,1,1,0,7.99,2.0,1.9826198317411097,3,40,0,1.0205155059685709,4.972760712931333,4.981693079602472,5.018726272809475,10,1,0,Morning (6:00 AM - 12:00 PM),69.97
19,Female,CSE,0.99,4,1.9747977026442993,6,100.0,6,0,0,7.02,1.0,6.9885652652685835,2,10,1,6.0551075206247456,2.9673322812480403,4.01831885116256,5.004746578861475,240,1,1,Night (6:00 PM - 6:00 AM),75.09
20,Non-binary,CSE,0.0,2,8.08087265634867,4,78.2,10,0,0,8.02,0.0,7.049752042140526,4,0,0,3.989992884269149,0.9665787238025567,7.065381733976681,3.982647988301147,30,1,0,Morning (6:00 AM - 12:00 PM),93.14
23,Female,BBA,4.97,2,1.0131104200003493,5,89.81,10,1,1,6.0,0.0,5.9973164779025,2,300,0,3.0108251696823416,4.988915538459347,6.978277973275831,5.998698592510119,4,1,0,Night (6:00 PM - 6:00 AM),75.06
20,Male,CSE,5.04,3,3.0125479611983432,5,73.94,1,0,1,6.0,2.0,8.018280062569318,3,1,0,2.007123410362029,8.97044640612564,5.015786953052788,7.014448827150938,80,1,0,Morning (6:00 AM - 12:00 PM),60.07
20,Male,CSE,4.0,0,0.9562365966898666,3,89.85,10,1,0,5.97,0.0,6.975400218749374,0,0,1,2.031816274221567,10.033085477972405,5.003762942649192,1.0126685915008289,100,1,0,Night (6:00 PM - 6:00 AM),76.18
20,Female,MBA,2.98,2,1.9802200576531679,6,80.35,10,1,0,6.0,2.0,6.027764612544056,3,60,0,4.974433189510773,7.967897943977999,5.027607074633228,5.0111856665270835,6,1,0,Night (6:00 PM - 6:00 AM),49.72
21,Male,CSE,0.52,3,8.08492559515036,6,79.68,8,1,0,4.01,0.0,4.9680850320413,5,45,0,2.973605607464361,2.975813845518349,2.0155723657135898,6.002125269470829,30,1,1,Night (6:00 PM - 6:00 AM),70.91
25,Female,BBA,3.97,0,20.023261551944174,6,98.03,9,0,0,11.99,0.0,9.966023870915837,6,45,0,9.97687270896693,7.041196299627013,5.0291242336940964,5.023561116888926,240,1,0,Night (6:00 PM - 6:00 AM),69.75
22,Male,BBA,2.05,0,7.984175226052662,5,91.98,3,0,0,9.98,1.0,2.0247547684350153,4,50,0,2.9364176661837518,0.9928548131988086,10.007148635586828,6.0284298233405025,9,1,1,Night (6:00 PM - 6:00 AM),67.88
21,Male,CSE,3.04,2,10.020524596459019,6,80.19,6,0,0,8.0,0.0,6.989975245572498,0,15,1,1.9987099938560446,10.011431644363343,6.97957286602223,10.016934893291477,360,1,1,Morning (6:00 AM - 12:00 PM),81.98
21,Male,BCA,12.99,5,15.012468457321498,12,92.98,3,1,0,6.0,2.0,2.9932770948503524,2,15,1,8.970483088722279,1.0125992121952005,4.983359863863582,5.986507365375592,0,1,1,Morning (6:00 AM - 12:00 PM),82.08
23,Female,BCA,5.98,0,9.960896785346904,8,51.6,10,1,0,10.97,2.0,10.011943583721688,3,45,0,2.007043175685496,9.960550850893105,3.005187219669173,0.9756983416795171,120,1,1,Night (6:00 PM - 6:00 AM),85.32
22,Male,CSE,8.92,2,6.982819982304129,4,91.94,7,0,0,7.0,2.0,7.991954145312186,5,0,0,5.9329153057394475,5.0217740576682885,5.011429634721084,5.987506741669364,600,1,0,Night (6:00 PM - 6:00 AM),94.19
21,Female,CSE,1.95,0,5.105021973574096,5,44.78,4,0,0,8.01,3.0,3.9709392680538986,2,15,0,4.998401429127469,10.016634248700306,5.990598253940948,6.0448717669196235,60,1,0,Night (6:00 PM - 6:00 AM),74.93
25,Male,CSE,1.96,7,8.018260468271597,4,52.02,9,1,0,6.03,1.0,4.984247668936753,0,25,0,6.992816821578032,3.017698263589155,10.049309025674061,4.006470017519998,140,1,1,Night (6:00 PM - 6:00 AM),98.1
21,Male,BCA,1.0,1,1.9269100687745326,6,90.33,10,0,0,5.99,3.0,6.972961789537561,3,0,0,5.984718915620166,5.981592013990315,6.023031942555214,6.048840310434122,20,1,0,Morning (6:00 AM - 12:00 PM),76.17
20,Female,CSE,0.99,2,4.0237668745496125,6,69.6,4,1,0,8.04,0.0,3.0322126068939617,0,5,0,8.027990276483271,9.0077830793142,0.9490062716837295,5.997239273448027,70,1,1,Night (6:00 PM - 6:00 AM),83.99
24,Male,BCA,0.46,2,12.06070113583309,3,90.82,5,1,0,6.0,5.0,6.033442902818776,0,600,0,7.977438277977568,7.995309307754363,4.996992549233099,4.994055543938311,20,0,0,Night (6:00 PM - 6:00 AM),70.99
22,Female,BCA,2.99,0,7.957871785132122,5,51.87,1,0,0,7.98,0.0,3.9766809661536184,3,3,0,6.008516819917463,2.0025262073819925,3.9748025489912515,1.9982990626912283,120,1,1,Night (6:00 PM - 6:00 AM),80.97
19,Male,BCA,1.02,4,5.978719134475175,2,75.91,6,0,0,11.99,3.0,5.0120782504145165,4,0,0,1.9822830821017907,4.9789191986135615,8.046647225515304,4.997882937296705,60,1,1,Afternoon (12:00 PM - 6:00 PM),33.4
21,Male,BA,1.02,0,6.067720314911655,6,85.17,10,0,0,8.98,2.0,7.992439764285319,2,40,1,10.046520522136879,1.994839928022194,6.94569217189651,3.982230715078053,80,1,1,Night (6:00 PM - 6:00 AM),74.06
20,Male,BBA,0.94,0,8.001626310785197,5,94.96,9,1,1,8.0,2.0,13.040480101096513,7,35,1,6.996159568871967,1.0264968681327247,5.010246722259874,5.973613147873301,120,1,1,Morning (6:00 AM - 12:00 PM),76.02
30,Male,CSE,5.0,0,9.993344372297134,8,67.09,6,0,0,7.01,2.0,5.0657214716923376,7,50,0,9.018950067813233,1.9477611527710954,5.003017779703309,8.011514745518335,0,0,0,Night (6:00 PM - 6:00 AM),80.24
21,Male,CSE,1.96,1,7.937763049801611,4,82.86,8,1,0,5.01,2.0,7.0202972816306835,3,20,0,1.017096121907432,1.9900740454627934,8.019916516331064,5.024229056190344,1,1,1,Morning (6:00 AM - 12:00 PM),80.14
20,Male,CSE,6.03,1,8.049869676716854,6,77.05,5,0,0,5.98,2.0,3.9857506094074924,0,30,0,7.0321241296028205,8.01732529641803,5.007898046008656,5.056156554195081,35,1,0,Night (6:00 PM - 6:00 AM),79.77
19,Female,CSE,2.52,2,2.991220637283806,6,76.18,7,1,0,6.98,2.0,5.967854979072632,5,25,1,10.004096263681788,1.970493612422129,8.050636906909736,0.9900384422804943,30,1,0,Morning (6:00 AM - 12:00 PM),85.75
22,Male,BCA,2.97,3,5.8988701435152535,5,88.83,1,0,0,8.01,2.0,5.0067885287987,6,10,0,0.9630575930076197,7.010858927817306,8.022461994424345,1.9919001765146926,20,1,1,Morning (6:00 AM - 12:00 PM),88.06
21,Female,BA LLB,2.98,0,7.926742581162042,5,3.18,8,0,0,7.01,0.0,12.995675687168855,4,5,0,1.0124214778699212,7.012721822954124,8.95502139062054,4.982286335008424,120,1,0,Night (6:00 PM - 6:00 AM),90.99
23,Male,BSC,1.99,0,0.9738401596353679,8,77.01,3,0,0,7.99,0.0,4.9599907178304,0,35,0,7.007771136626083,1.995845951961198,8.034361530347988,5.025855810586067,60,0,1,Night (6:00 PM - 6:00 AM),87.75
22,Male,CSE,2.43,0,7.950024302180676,12,85.24,9,0,0,9.95,3.0,4.0022014850559255,1,30,0,9.914863714115883,5.008170855486954,1.0049712142086256,4.018718706421641,60,1,1,Morning (6:00 AM - 12:00 PM),85.73
24,Male,CSE,5.01,4,5.957332193083081,7,85.95,4,0,0,7.98,0.0,3.0585911068764804,7,45,0,4.953118237687707,8.0441743123336,7.034403061900821,5.979858486296335,40,0,0,Night (6:00 PM - 6:00 AM),74.97
22,Male,CSE,2.99,7,8.109220632818571,5,85.09,7,0,0,10.02,0.0,7.022348193492258,4,2,0,8.019795026000661,1.9817632921292663,4.992240987191711,4.979278231799979,300,1,0,Morning (6:00 AM - 12:00 PM),10.04
19,Female,CSE,3.03,5,6.0329582050936486,7,90.99,7,0,0,7.99,0.0,3.967774884464957,7,30,1,3.039828727932621,1.9623571942466616,6.97400451968203,6.021877446117124,40,1,1,Morning (6:00 AM - 12:00 PM),82.04
21,Female,BBA,0.97,0,11.879940773339948,5,95.98,8,1,0,1.99,2.0,5.999489249844328,2,50,0,9.997681048483761,5.988486673298543,4.96937848247942,7.008801284258009,9,1,0,Night (6:00 PM - 6:00 AM),75.92
21,Male,CSE,1.98,0,7.985358093213457,12,98.06,8,0,0,7.01,2.0,8.010358691073161,0,70,0,2.02269135752915,9.973025823433778,9.025972633948683,7.017418741342333,60,1,1,Night (6:00 PM - 6:00 AM),77.92
22,Male,MBA,1.95,3,17.995831171541948,7,76.12,6,0,0,6.99,3.0,9.0136585427434,3,0,1,7.003060911301086,9.010443158941236,5.019507159053713,7.9797244928286215,10,1,1,Night (6:00 PM - 6:00 AM),89.93
20,Female,CSE,4.97,1,4.931200695151628,2,75.71,7,1,0,6.03,2.0,7.954615025064535,4,15,0,7.00102088588707,2.9876450727003316,8.9855148910184,5.956872243540316,60,1,1,Morning (6:00 AM - 12:00 PM),72.07
20,Female,BHMS,3.96,3,10.024893060885512,6,81.33,4,1,0,5.99,1.0,5.996745700945424,1,120,0,6.9959851799673825,10.016629662954774,4.934661967319713,8.979903723449906,66,1,0,Night (6:00 PM - 6:00 AM),88.79
21,Non-binary,CSE,3.03,2,17.904906940474874,7,90.58,9,1,1,4.98,1.0,4.007239966491411,5,3,0,4.002263507717764,1.0078979038293905,3.026909325193096,6.015796689175873,6,1,1,Morning (6:00 AM - 12:00 PM),98.0
21,Male,CSE,3.98,1,6.051098553845927,5,84.84,6,0,0,10.02,0.0,8.994825600995808,6,4,0,10.010891131802417,6.9814148610826665,6.950141261817109,8.048486972785376,30,1,0,Night (6:00 PM - 6:00 AM),68.14
21,Male,CSE,3.0,2,8.067150099528336,4,73.98,4,1,0,8.0,0.0,2.9464949261512046,3,25,0,6.988735655647473,5.974976110437611,2.0531961645587113,6.990136031798619,80,1,0,Morning (6:00 AM - 12:00 PM),91.15
21,Male,CSE,0.99,0,5.109589342021197,8,78.09,7,0,0,5.98,2.0,2.995793618260413,0,25,0,8.034958223455654,4.962215635787366,9.964630341917132,6.052272066103727,60,1,1,Night (6:00 PM - 6:00 AM),78.02
22,Female,CSE,1.96,0,9.926663775674122,4,33.69,8,1,0,7.01,2.0,7.021749952880543,5,20,0,9.971953635463468,2.0285175026350695,8.000344463435605,7.019059376336577,30,1,1,Afternoon (12:00 PM - 6:00 PM),90.06
22,Female,CSE,0.99,0,4.936140146071473,4,91.58,5,1,0,7.99,2.0,2.9841348711127593,6,15,0,3.0477011367441653,7.014224919085773,10.005628568685239,7.968004706651504,60,1,1,Night (6:00 PM - 6:00 AM),73.91
20,Male,BBA,2.02,2,12.032266409044766,5,67.88,8,1,0,5.98,2.0,2.986965258714409,4,50,0,1.9939574861617018,1.9888576088219942,3.008928003139845,6.004915948767927,600,1,0,Night (6:00 PM - 6:00 AM),69.99
21,Female,BA,0.96,1,7.0550922175846384,3,73.51,7,1,1,6.0,3.0,9.03877144036664,6,3,0,1.9985409228294755,4.016443715654785,5.007935303637584,10.019843840268049,5,1,1,Night (6:00 PM - 6:00 AM),81.82
20,Male,MBA,3.03,2,8.037683053708683,4,3.01,3,0,0,7.0,4.0,1.9944572626712511,6,0,0,5.982399830542954,6.970045904354733,4.003191889522174,5.944291286888497,0,1,1,Night (6:00 PM - 6:00 AM),91.07
21,Male,BBA,0.47,0,3.050295939324742,5,92.06,7,1,0,9.97,2.0,5.003103795179811,0,45,0,10.011480448518308,1.976270914102074,1.9893781006266456,10.014801813153165,60,1,1,Night (6:00 PM - 6:00 AM),68.02
19,Female,CSE,0.99,1,3.0641360884348643,7,0.36,8,0,0,5.98,1.0,5.948285709699997,0,240,0,4.989438235881805,2.973561296659406,6.994532187733684,10.026935167345659,60,1,1,Morning (6:00 AM - 12:00 PM),70.16
20,Male,BHMS,2.52,1,2.0094213331402244,6,50.03,8,0,1,9.04,0.0,2.970796466803773,2,4,0,5.986668786596924,4.007502429408239,7.984049828529151,6.009161239565863,50,1,1,Night (6:00 PM - 6:00 AM),80.12
20,Female,CSE,1.98,0,6.990098889359295,7,92.24,8,1,0,8.0,3.0,6.060735524034646,6,5,0,4.017188084111103,2.9836000892743306,8.002835533669632,6.998582381586447,40,1,0,Night (6:00 PM - 6:00 AM),80.17
24,Male,MBBS,8.0,0,1.936266857540635,6,68.13,6,0,0,4.03,1.0,6.545919284970386,0,40,0,9.032560130939972,3.9605606995507427,5.9570819733627465,6.9960282064212755,66,1,1,Afternoon (12:00 PM - 6:00 PM),83.17
